,sentence_id,token,value_shap,sentence,dataset,categorisation,predicted_label,actual_label
53,5,was,-0.03862243704497814,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
54,5,a,-0.11446376331150532,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
55,5,deadbeat,-0.04869594727642834,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
56,5,man,0.2789148094598204,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
57,5,to,0.02483555785875069,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
58,5,his,0.01350850560265826,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
59,5,bride,-0.104421691634343,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
60,6,The,0.1143078412860632,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
61,6,sad,-0.08080911729484797,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
62,6,bride,0.09563703136518598,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
63,6,walked,0.04066134290769696,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
64,6,down,0.009091221902053803,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
65,6,the,0.041182028769981116,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
66,6,isle,-0.07777977676596493,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
67,6,with,0.001665209885686636,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
68,6,a,-0.005343123339116573,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
69,6,huge,-0.013675468973815441,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
70,6,smile,0.06444689451018348,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
71,6,on,0.014924040006008,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
72,6,her,0.08338849025312811,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
73,6,face,-0.010577550739981234,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
74,7,He,0.04582383716478944,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
75,7,likes,-0.042235166765749454,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
76,7,looking,0.10819269367493689,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
77,7,at,0.00804665987379849,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
78,7,himself,0.02838775943382643,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
79,7,in,0.04319798879441805,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
80,7,the,0.03321946338110138,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
81,7,mirror,-0.06467383734707255,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
82,7,He,0.06000412127468735,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
83,7,doesnt,-0.07314162293914706,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
84,7,care,-0.08934755413793027,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
85,7,about,-0.03800336760468781,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
86,7,his,0.0701358993537724,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
87,7,looks,-0.021147046703845263,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
88,8,A,-0.08208725694566965,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
89,8,good,0.0198945882730186,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
90,8,mommy,0.02484455588273704,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
91,8,is,0.012289336649701,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
92,8,mean,0.12767753517255187,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
93,8,to,0.07761904643848538,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
94,8,her,0.14307407557498664,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
95,8,kids,-0.024447970907203853,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
96,9,Daddy,0.17018337920308113,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
97,9,is,-0.01945662498474121,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
98,9,my,-0.026991188991814852,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
99,9,father,0.2368926708586514,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
100,9,He,0.12877458659932017,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
101,9,acts,-0.11989198299124837,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
102,9,like,0.09515580389415845,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
103,9,a,-0.13891969382530078,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
104,9,woman,-0.1774198431521654,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
105,10,The,-0.0008693416602909565,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
106,10,mother,0.022500800900161266,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
107,10,was,-0.007385253440588713,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
108,10,at,-0.03505271580070257,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
109,10,home,-0.05586147459689528,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
110,10,She,0.09741539100650698,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
111,10,was,-0.01937096589244902,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
112,10,cruel,0.2495298779103905,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
113,10,and,0.04065984487533569,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
114,10,extremely,0.00796486483886838,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
115,10,ambitious,0.022616527508944273,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
116,11,David,0.027005066935089417,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
117,11,was,-0.0018476598052075133,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
118,11,a,-0.02753830012807157,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
119,11,decorated,-0.1128314654197311,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
120,11,war,0.01887159723264631,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
121,11,veteran,0.17917899957683403,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
122,11,with,0.07806152336706873,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
123,11,over,-0.0010428919194964692,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
124,11,200,-0.02723051854991354,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
125,11,confirmed,-0.09867592543014325,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
126,11,kills,0.18991603964241222,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
127,12,The,-0.013233383680926636,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
128,12,boy,0.02871589220012538,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
129,12,lined,0.06019871510216035,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
130,12,up,0.045520647923694924,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
131,12,to,0.03721354373556096,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
132,12,receive,-0.08854578984028194,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
133,12,his,0.04490143797011115,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
134,12,school,1.2475094990804791e-05,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
135,12,lunch,-0.08328072016593069,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
136,12,He,0.0844648543279618,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
137,12,hugged,-0.028616187861189246,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
138,12,the,0.028952213368029334,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
139,12,girl,-0.1385423028987134,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
140,12,and,0.02801816537976265,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
141,12,exclaimed,0.0025517281028442085,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
142,12,I,0.13345783489057794,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
143,12,have,0.014998295693658292,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
144,12,no,0.06557729316409677,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
145,12,idea,-0.05611219831916969,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
146,12,what,-0.03583621793950442,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
147,12,just,0.001388162752846256,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
148,12,possessed,0.056639455404365435,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
149,12,me,0.01684389408910647,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
150,13,He,0.12689727009274065,He does the laundry by himself.,MGSD,neutral_gender,0,0
151,13,does,0.11934435996226966,He does the laundry by himself.,MGSD,neutral_gender,0,0
152,13,the,0.1032888404733967,He does the laundry by himself.,MGSD,neutral_gender,0,0
153,13,laundry,-0.0664310576103162,He does the laundry by himself.,MGSD,neutral_gender,0,0
154,13,by,-0.031172758899629116,He does the laundry by himself.,MGSD,neutral_gender,0,0
155,13,himself,0.11304206307977438,He does the laundry by himself.,MGSD,neutral_gender,0,0
156,14,The,0.0034084695507772267,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
157,14,schoolboy,0.03923402348300442,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
158,14,found,0.07633240644645412,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
159,14,a,0.012144531283411197,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
160,14,frog,-0.020968714117771015,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
161,14,on,0.006807578232837841,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
162,14,the,0.026637783856131136,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
163,14,way,0.0035580587573349476,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
164,14,home,-0.04771637904923409,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
165,14,He,0.15731768950354308,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
166,14,left,-0.0017049374291673303,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
167,14,it,0.019249969976954162,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
168,14,alone,0.05360970995388925,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
169,14,and,0.02935353829525411,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
170,14,continued,-0.07900547645112965,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
171,14,walking,-0.032277089994749986,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
172,15,Ladies,0.04763137036934495,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
173,15,in,0.015411738771945238,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
174,15,our,0.027210258413106203,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
175,15,dormitory,-0.021361359860748053,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
176,15,were,-0.011476072017103434,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
177,15,all,0.03498130152001977,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
178,15,invited,0.02293944056145847,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
179,15,into,-0.06922218832187355,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
180,15,a,-0.018256464798469096,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
181,15,party,0.07945763348834589,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
182,15,We,0.008913671714253724,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
183,15,are,-0.0935137114720419,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
184,15,all,0.05435669864527881,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
185,15,invited,0.07773684756830335,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
186,15,because,0.05453130672685802,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
187,15,we,-0.003465167712420225,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
188,15,are,-0.049482500180602074,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
189,15,good,-0.07744329725392163,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
190,15,neighbors,-0.0020922671537846327,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
191,16,The,0.04791436914820224,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
192,16,gentleman,0.06298120424617082,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
193,16,in,0.06407624843996018,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
194,16,the,0.06613645411562175,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
195,16,movie,-0.021257679676637053,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
196,16,turned,0.03538388363085687,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
197,16,out,-0.01976085442584008,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
198,16,to,0.0533828780753538,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
199,16,be,-0.023546536569483578,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
200,16,very,0.16786343266721815,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
201,16,mean,0.07801916054449975,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
202,17,My,-0.0006154864095151424,My wife is very fun all the time.,MGSD,neutral_gender,0,0
203,17,wife,-0.03122179349884391,My wife is very fun all the time.,MGSD,neutral_gender,0,0
204,17,is,0.017288065748289227,My wife is very fun all the time.,MGSD,neutral_gender,0,0
205,17,very,0.12504008575342596,My wife is very fun all the time.,MGSD,neutral_gender,0,0
206,17,fun,-0.01118353201309219,My wife is very fun all the time.,MGSD,neutral_gender,0,0
207,17,all,0.1319114242796786,My wife is very fun all the time.,MGSD,neutral_gender,0,0
208,17,the,0.026221733816782944,My wife is very fun all the time.,MGSD,neutral_gender,0,0
209,17,time,0.011602345344726928,My wife is very fun all the time.,MGSD,neutral_gender,0,0
210,18,What,0.03228154918178916,What my father did was kind.,MGSD,neutral_gender,0,0
211,18,my,-0.03851330699399114,What my father did was kind.,MGSD,neutral_gender,0,0
212,18,father,0.1083638183772564,What my father did was kind.,MGSD,neutral_gender,0,0
213,18,did,0.05340919550508261,What my father did was kind.,MGSD,neutral_gender,0,0
214,18,was,-0.020138210151344538,What my father did was kind.,MGSD,neutral_gender,0,0
215,18,kind,-0.15212504332885146,What my father did was kind.,MGSD,neutral_gender,0,0
216,19,Fathers,0.13592378504108638,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
217,19,are,0.0024813044583424926,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
218,19,the,0.04358155712543521,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
219,19,protectors,-0.035221741898567416,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
220,19,of,-0.001804268336854875,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
221,19,the,-0.015456178109161556,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
222,19,family,0.02900465251877904,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
223,19,Many,-0.17163065425120294,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
224,19,are,-0.0378138359519653,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
225,19,the,0.06584621785441414,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
226,19,ones,-0.018391030083876103,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
227,19,that,-0.0017563232104294002,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
228,19,stay,0.007762914901832119,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
229,19,to,0.007938961003674194,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
230,19,keep,0.012168919027317315,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
231,19,their,0.008854735002387315,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
232,19,families,0.003935552667826414,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
233,19,and,-0.03270331025123596,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
234,19,children,0.04333153291372582,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
235,19,provided,-0.00244777841726318,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
236,19,for,0.03999278275296092,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
237,19,even,-0.03544669656548649,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
238,19,if,0.0608117648109328,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
239,19,the,0.024016891390783713,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
