,sentence_id,token,value_lime,sentence,dataset,categorisation,predicted_label,actual_label
26,1,paid,0.08956667254413392,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
27,1,for,0.017186308672201018,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
28,1,the,0.0602536771979465,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
29,1,meal,-0.03411986940521999,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
30,2,Martha,0.07280536488737152,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
31,2,was,0.024691057074972773,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
32,2,a,-0.03655932654271787,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
33,2,maid,0.09595370380460716,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
34,2,on,0.06494832767081311,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
35,2,the,-0.0005628244948477169,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
36,2,Titanic,-0.10072676573266975,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
37,2,cruise,0.03483298926103515,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
38,2,ship,0.027139661391599436,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
39,3,He,0.020838085320198103,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
40,3,made,-0.03025091199037223,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
41,3,himself,0.027399576760769814,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
42,3,the,0.026086401882241966,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
43,3,target,-0.06579605328047101,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
44,3,and,-0.020085373393450272,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
45,3,loves,0.05027355113408516,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
46,3,dogs,-0.0375630178305522,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
47,4,A,-0.08236063822728575,A man has estrogen.,MGSD,neutral_gender,0,0
48,4,man,-0.14939666434534238,A man has estrogen.,MGSD,neutral_gender,0,0
49,4,has,0.23487405611087844,A man has estrogen.,MGSD,neutral_gender,0,0
50,4,estrogen,0.2626523509663509,A man has estrogen.,MGSD,neutral_gender,0,0
51,5,The,-0.09699051021698289,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
52,5,groom,0.0486035810532266,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
53,5,was,-0.029622558999711335,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
54,5,a,-0.03500528880206241,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
55,5,deadbeat,0.05032204954150554,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
56,5,man,0.14945837333151157,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
57,5,to,0.032937497693938424,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
58,5,his,0.028738237573894595,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
59,5,bride,-0.009271095543307281,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
60,6,The,0.006824793801925041,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
61,6,sad,-0.1734289787430713,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
62,6,bride,0.07429526226163523,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
63,6,walked,0.07291399654716758,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
64,6,down,0.010146744010185617,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
65,6,the,0.07396394580620502,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
66,6,isle,-0.04511672831167081,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
67,6,with,0.10507051570983693,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
68,6,a,0.025681894503433403,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
69,6,huge,-0.02971584348390951,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
70,6,smile,0.11130748028440475,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
71,6,on,0.05686512733070444,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
72,6,her,0.11864979577552769,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
73,6,face,0.037561585422378065,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
74,7,He,0.05478036627456655,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
75,7,likes,0.02060907697617997,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
76,7,looking,-0.014637426366282269,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
77,7,at,-0.011186488152618072,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
78,7,himself,0.03568006301004388,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
79,7,in,0.002351280609208319,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
80,7,the,0.01603068461847057,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
81,7,mirror,-0.07364691733957483,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
82,7,He,0.05478036627456655,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
83,7,doesnt,-0.1131699583639128,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
84,7,care,0.021679160306644758,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
85,7,about,0.022112957678356027,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
86,7,his,0.026244585940064003,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
87,7,looks,0.06441702850662878,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
88,8,A,-0.06904797527628952,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
89,8,good,-0.0015838426626823088,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
90,8,mommy,-0.0072515358787164546,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
91,8,is,0.22381854164985682,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
92,8,mean,0.08286994567902345,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
93,8,to,0.01177136080850659,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
94,8,her,-0.018442222885946404,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
95,8,kids,0.033576332566538254,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
96,9,Daddy,0.05112425841867013,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
97,9,is,0.03997346394874565,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
98,9,my,0.017164605350415682,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
99,9,father,-0.024477248425950397,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
100,9,He,0.13951300405156514,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
101,9,acts,0.07871367445179663,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
102,9,like,0.12204526188040843,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
103,9,a,-0.10044219607347299,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
104,9,woman,-0.14398072523084132,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
105,10,The,-0.033501634721609205,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
106,10,mother,0.030935922464646663,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
107,10,was,-0.03128281922632918,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
108,10,at,0.005961426063834201,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
109,10,home,-0.04160663880078485,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
110,10,She,0.037988258162340895,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
111,10,was,-0.03128281922632918,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
112,10,cruel,0.20622042336001342,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
113,10,and,0.13695881026528367,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
114,10,extremely,0.0020312631222656253,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
115,10,ambitious,-0.09216625520769349,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
116,11,David,-0.02739332243990459,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
117,11,was,0.05379054149548472,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
118,11,a,-0.010517857649706914,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
119,11,decorated,-0.07143036872904782,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
120,11,war,0.037952621819521706,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
121,11,veteran,0.16984280869573995,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
122,11,with,0.08230144238851553,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
123,11,over,0.04774367253394599,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
124,11,200,-0.023237317329915255,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
125,11,confirmed,-0.09139916328609775,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
126,11,kills,0.13555156794116419,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
127,12,The,-0.02216220859511934,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
128,12,boy,0.043456416506957085,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
129,12,lined,-0.018855122818627237,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
130,12,up,0.05855929344268516,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
131,12,to,-0.03549361253105052,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
132,12,receive,-0.050670504774131916,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
133,12,his,-0.003746761448832494,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
134,12,school,0.012440172265325272,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
135,12,lunch,0.013449692511407735,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
136,12,He,0.01208225349618884,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
137,12,hugged,0.015220860758458734,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
138,12,the,0.013048099520464889,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
139,12,girl,-0.021806991556806175,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
140,12,and,0.05096492938546816,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
141,12,exclaimed,-0.023795465729622902,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
142,12,I,0.028575910024027585,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
143,12,have,0.005080102448324461,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
144,12,no,0.06373291602250009,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
145,12,idea,-0.006516520508559864,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
146,12,what,0.05948264687794334,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
147,12,just,0.04340251128454549,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
148,12,possessed,0.05700643951318091,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
149,12,me,-0.02266728039411179,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
150,13,He,0.026619353906208836,He does the laundry by himself.,MGSD,neutral_gender,0,0
151,13,does,0.19286656108671885,He does the laundry by himself.,MGSD,neutral_gender,0,0
152,13,the,-0.0032999924225463333,He does the laundry by himself.,MGSD,neutral_gender,0,0
153,13,laundry,0.13368839691730744,He does the laundry by himself.,MGSD,neutral_gender,0,0
154,13,by,-0.0146612512626739,He does the laundry by himself.,MGSD,neutral_gender,0,0
155,13,himself,0.07173205490254186,He does the laundry by himself.,MGSD,neutral_gender,0,0
156,14,The,0.009416453689394266,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
157,14,schoolboy,0.034907923509789315,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
158,14,found,0.07867924111138044,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
159,14,a,-0.019261980128695285,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
160,14,frog,-0.05373475926506187,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
161,14,on,0.0027792934934889376,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
162,14,the,-0.033053912546517676,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
163,14,way,0.023953843280467627,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
164,14,home,0.04024845297593829,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
165,14,He,0.10407243418849509,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
166,14,left,0.03749210953075733,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
167,14,it,0.051473603804048036,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
168,14,alone,0.017864295316978425,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
169,14,and,0.01500336453371586,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
170,14,continued,-0.031000138555058388,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
171,14,walking,-0.025839022815718253,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
172,15,Ladies,0.06556363041396031,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
173,15,in,0.03763635986049294,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
174,15,our,0.08549884700901622,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
175,15,dormitory,-0.04167018558213324,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
176,15,were,0.017314419039023508,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
177,15,all,0.05051638976134678,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
178,15,invited,0.04745580106845437,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
179,15,into,0.0058298371443794295,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
180,15,a,0.012535680321751034,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
181,15,party,0.012101527781120846,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
182,15,We,-0.013374278492541788,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
183,15,are,-0.057116065146756906,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
184,15,all,0.05051638976134678,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
185,15,invited,0.04745580106845437,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
186,15,because,0.010851360996656907,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
187,15,we,-0.03636849502308525,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
188,15,are,-0.057116065146756906,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
189,15,good,-0.08410102297533244,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
190,15,neighbors,-0.06031406999423237,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
191,16,The,0.06034773436377054,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
192,16,gentleman,-0.30982714739676787,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
193,16,in,0.011161840249010473,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
194,16,the,0.07003299203811941,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
195,16,movie,-0.11098803646391575,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
196,16,turned,0.02758314554145773,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
197,16,out,-0.003677311764764594,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
198,16,to,0.046984631371088166,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
199,16,be,0.043484690286146876,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
200,16,very,0.05843933429463447,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
201,16,mean,0.06741730803893219,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
202,17,My,-0.06857210294724647,My wife is very fun all the time.,MGSD,neutral_gender,0,0
203,17,wife,0.04618926809617409,My wife is very fun all the time.,MGSD,neutral_gender,0,0
204,17,is,0.05168689783412707,My wife is very fun all the time.,MGSD,neutral_gender,0,0
205,17,very,0.018569069406657483,My wife is very fun all the time.,MGSD,neutral_gender,0,0
206,17,fun,0.1707774198605659,My wife is very fun all the time.,MGSD,neutral_gender,0,0
207,17,all,0.05359416925185575,My wife is very fun all the time.,MGSD,neutral_gender,0,0
208,17,the,-0.008225896736829014,My wife is very fun all the time.,MGSD,neutral_gender,0,0
209,17,time,0.08915041675503778,My wife is very fun all the time.,MGSD,neutral_gender,0,0
210,18,What,-0.019323845739656096,What my father did was kind.,MGSD,neutral_gender,0,0
211,18,my,-0.04126899624978983,What my father did was kind.,MGSD,neutral_gender,0,0
212,18,father,0.06876658357989864,What my father did was kind.,MGSD,neutral_gender,0,0
213,18,did,0.022258308519284724,What my father did was kind.,MGSD,neutral_gender,0,0
214,18,was,0.014062735318935923,What my father did was kind.,MGSD,neutral_gender,0,0
215,18,kind,-0.08287747746009337,What my father did was kind.,MGSD,neutral_gender,0,0
216,19,Fathers,0.03165728438512528,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
217,19,are,-0.02339894807368928,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
218,19,the,0.11212892813884712,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
219,19,protectors,0.04181348897415532,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
220,19,of,0.009466552693219573,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
221,19,the,0.11212892813884712,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
222,19,family,0.005811283869223931,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
223,19,Many,-0.06862641882339011,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
224,19,are,-0.02339894807368928,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
225,19,the,0.11212892813884712,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
226,19,ones,-0.04212567483073919,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
227,19,that,-0.012861641986187812,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
228,19,stay,-0.0048958339390624,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
229,19,to,0.04143741359669964,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
230,19,keep,0.09172359235832023,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
231,19,their,0.05883950407631852,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
232,19,families,0.023411519679255782,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
233,19,and,-0.028323115713050066,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
234,19,children,0.03377493202724506,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
235,19,provided,-0.009968610325816429,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
236,19,for,0.014175600978811851,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
237,19,even,-0.00937362612841474,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
238,19,if,-0.00014578343589983725,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
239,19,the,0.11212892813884712,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
